URL,Version,Status,OIDs,Name,Title,Description,Used
http://racsel.org/TIC-TSTF/CodeSystem/TipoOutputTaskCS,0.2.1,draft,,TipoOutputTaskCS,TICTF Tipo de respuesta,"Set de valores para Tipo Output Task",
