URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://racsel.org/TIC-TSTF/ValueSet/TipoTaskVS,0.6.2,draft,,TipoTaskVS,TICTF Tipo de respuesta VS,"Set de valores para tipo Output Task TICTF",,"Internal"
