URL,Version,Status,OIDs,Name,Title,Description,Used
http://racsel.org/TIC-TSTF/CodeSystem/TipoTaskCS,0.6.2,draft,,TipoTaskCS,TICTF Tipo de respuesta CS,"CodeSystem para tipo Output Task TICTF",
